,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1296,FDD36,OUT013,1947.4544077742446
1297,FDG57,OUT027,1531.7729684936207
1298,FDL21,OUT018,709.99539009364
1299,FDN16,OUT027,2693.2042083617393
1300,FDJ09,OUT027,1502.9808327448852
1301,FDS01,OUT010,516.353734045796
1302,FDV33,OUT017,3947.745443185824
1303,DRE12,OUT017,1819.5512721666682
1304,FDR07,OUT013,1612.63363349137
1305,FDP48,OUT010,540.5677716829525
1306,NCB55,OUT035,1026.7711375763963
1307,FDQ08,OUT013,1035.4726402845456
1308,FDR34,OUT035,3860.8337476008783
1309,FDO33,OUT046,1796.5893104818906
1310,FDP13,OUT045,784.1595501393933
1311,FDX12,OUT049,3947.2941558436814
1312,NCT06,OUT049,2773.720913787664
1313,FDR16,OUT019,621.1077167251829
1314,FDE36,OUT046,2670.372834749816
1315,FDZ36,OUT049,3126.3802457964152
1316,FDV13,OUT045,1347.201701058424
1317,NCZ17,OUT035,816.6218665094227
1318,FDU56,OUT045,3059.243887965458
1319,FDM09,OUT035,2885.7825131124223
1320,FDV02,OUT017,2911.631275163913
1321,FDS34,OUT018,1587.4008582547822
1322,FDA11,OUT049,1501.7480487133473
1323,FDP09,OUT017,3515.457470023748
1324,FDB29,OUT027,2934.7362892280316
1325,FDT19,OUT017,2909.72884434944
1326,DRH15,OUT017,808.3241851424755
1327,FDY38,OUT046,3846.099703578744
1328,FDF14,OUT027,4014.9390909862136
1329,FDN48,OUT010,238.33227468121868
1330,FDQ12,OUT013,3730.726594563492
1331,NCJ43,OUT045,2869.052816188969
1332,FDE17,OUT019,424.68634243720135
1333,FDB05,OUT035,4046.4079251873923
1334,FDH10,OUT045,3156.9781476588637
1335,NCR06,OUT017,809.3962152946585
1336,FDU32,OUT018,1722.2429354351034
1337,FDD56,OUT049,2911.6943871625986
1338,FDO36,OUT018,2838.8329567799556
1339,FDH16,OUT010,238.33227468121868
1340,FDX10,OUT018,711.7107894794376
1341,FDZ37,OUT017,1364.9030147873661
1342,FDU31,OUT010,618.9201029029855
1343,DRC49,OUT049,2106.6208459262198
1344,FDL15,OUT045,2461.5871047473047
1345,FDN32,OUT019,535.9566350086282
1346,DRH59,OUT027,2128.4766007953576
1347,NCU29,OUT049,2244.5198462660396
1348,FDR37,OUT019,551.1478121946309
1349,FDS14,OUT018,2275.4144407748295
1350,FDU02,OUT027,5580.567834898404
1351,FDJ08,OUT035,3305.0445550047166
1352,NCZ06,OUT045,3874.524877400874
1353,FDO31,OUT049,1333.6656918748927
1354,FDH31,OUT018,1420.6448043168468
1355,FDS58,OUT017,2510.140424745473
1356,NCA53,OUT027,1547.9844688638273
1357,FDF50,OUT046,3225.74416645336
1358,NCW42,OUT049,3628.395020702873
1359,NCQ17,OUT045,2463.604165578669
1360,FDK51,OUT018,3530.9707948468326
1361,NCW41,OUT010,412.4219466573188
1362,NCR29,OUT017,852.2893599815575
1363,FDB08,OUT019,416.03022528548513
1364,FDA40,OUT027,2322.26947672995
1365,FDL14,OUT018,2281.569822037737
1366,FDB47,OUT046,3392.037350087915
1367,FDO03,OUT035,3858.816686769514
1368,DRK13,OUT019,548.1841878124847
1369,FDX13,OUT010,765.9532099868563
1370,FDF52,OUT046,3129.3547067630716
1371,FDT11,OUT013,3213.9772806284936
1372,FDB08,OUT013,2495.4216534206894
1373,FDQ28,OUT018,2273.994191645607
1374,FDD29,OUT045,3875.5969075530575
1375,NCQ29,OUT027,5895.39732024028
1376,NCO02,OUT013,1135.588229207352
1377,FDR56,OUT010,551.0799251010119
1378,NCM54,OUT049,2083.2341131471017
1379,FDP51,OUT035,2032.027498861911
1380,FDT38,OUT013,1325.303898355036
1381,FDZ20,OUT018,3530.9707948468326
1382,FDJ53,OUT013,1946.3823776220615
1383,FDX13,OUT049,3942.218866043187
1384,FDP58,OUT035,3667.968337556675
1385,NCK31,OUT019,32.047584534829184
1386,FDA35,OUT018,1852.8417675843552
1387,FDV37,OUT018,3023.222879335372
1388,NCO07,OUT027,5364.286951862003
1389,FDA20,OUT045,3153.48928735138
1390,FDZ59,OUT035,2882.2936528049386
1391,NCY17,OUT017,808.3241851424755
1392,FDQ28,OUT035,2580.712464793054
1393,FDV35,OUT017,2501.7487335669484
1394,FDQ36,OUT013,804.0896331582917
1395,FDD34,OUT018,2434.654194898615
1396,FDK51,OUT045,3875.5969075530575
1397,FDV31,OUT035,2959.2714104690913
1398,FDR04,OUT035,1593.7710773274268
1399,FDR14,OUT049,862.96861242254
1400,DRC36,OUT010,489.3458538942991
1401,FDE39,OUT019,326.774061249331
1402,FDP57,OUT049,1622.8978578256997
1403,FDE57,OUT046,2102.93401922837
1404,NCN18,OUT046,1737.8406748476407
1405,NCQ05,OUT018,2268.9108405348825
1406,FDW47,OUT035,2002.720963772348
1407,FDV46,OUT035,2194.9570478424494
1408,NCP29,OUT045,1096.830918892885
1409,FDE09,OUT018,1520.3964441527853
1410,NCU06,OUT027,5651.191385106415
1411,FDT19,OUT010,492.13328343227977
1412,DRF15,OUT017,2504.8378245504955
1413,DRI51,OUT013,2799.1923611933917
1414,NCX54,OUT013,1612.63363349137
1415,DRE01,OUT013,3935.443502016341
1416,NCB07,OUT045,3156.9781476588637
1417,FDU50,OUT035,1896.4979425614101
1418,FDG40,OUT035,832.8333668796292
1419,FDW10,OUT018,2677.435408189819
1420,FDX51,OUT013,3217.466140935978
1421,NCP17,OUT045,1101.3918093525517
1422,FDP21,OUT035,3222.366601812233
1423,FDL04,OUT045,1597.590019361519
1424,FDV23,OUT013,1962.6874195551454
1425,FDF24,OUT046,1337.1545521823764
1426,FDH56,OUT027,2911.2936873910244
1427,FDB51,OUT049,1072.1459176861758
1428,FDI58,OUT027,2490.8662329092326
1429,FDR20,OUT013,808.6505236179585
1430,FDC51,OUT018,1745.6483893102757
1431,FDB16,OUT027,2337.966577759329
1432,FDE40,OUT049,1064.2580434432946
1433,NCM17,OUT035,813.133006201939
1434,FDU56,OUT035,3222.449765529334
1435,FDS32,OUT019,358.20219430763336
1436,FDX02,OUT049,3670.7382202017716
1437,FDT39,OUT027,3917.521436899643
1438,FDE35,OUT017,960.1199660050504
1439,NCI42,OUT019,616.0243656144585
1440,DRL23,OUT046,1621.9528271465188
1441,FDA10,OUT046,1974.968704720839
1442,FDA11,OUT013,1491.4838243790177
1443,NCM06,OUT046,2504.58450359872
1444,NCT05,OUT035,4066.1082858650825
1445,NCQ02,OUT010,533.7690211864306
1446,NCY06,OUT049,2093.812118414892
1447,FDY56,OUT035,3748.1361779386552
1448,FDL02,OUT035,1700.2958155625834
1449,NCI06,OUT035,3019.929109964357
1450,FDQ14,OUT045,2463.604165578669
1451,FDQ12,OUT017,3741.442106239964
1452,FDP36,OUT046,816.0289766168021
1453,FDK21,OUT027,5911.608820610487
1454,FDO40,OUT045,2381.465625388316
1455,NCK54,OUT019,338.9342761946052
1456,FDY09,OUT018,2678.507438342002
1457,NCW30,OUT049,3943.29089619537
1458,NCC55,OUT027,1452.5838756086207
1459,FDE58,OUT018,1721.1709052829203
1460,FDR39,OUT013,3117.0734215973775
1461,FDU28,OUT049,3129.869106103899
1462,FDH08,OUT017,3737.95324593248
1463,FDG35,OUT045,2875.607966775813
1464,FDG22,OUT049,817.1010067689851
1465,FDC34,OUT035,2585.5006656472037
1466,FDP15,OUT018,3540.006590769928
1467,FDK34,OUT010,752.1576010599838
1468,FDU45,OUT035,2037.4381474806974
1469,FDQ04,OUT027,1502.9808327448852
1470,FDX22,OUT018,3200.670056907664
1471,FDB45,OUT017,1624.4211753200248
1472,NCH43,OUT027,5350.092512323159
1473,DRE60,OUT046,3670.7382202017716
1474,FDD17,OUT027,5858.510235198781
1475,NCM54,OUT017,2094.2634057570344
1476,NCH55,OUT013,2084.6199242327457
1477,NCT06,OUT017,2667.7937493762474
1478,FDA48,OUT027,5427.243138954355
1479,FDY58,OUT027,5667.402885476622
1480,FDO25,OUT045,3439.262443272143
1481,FDN50,OUT045,1485.0124216673748
1482,FDH35,OUT035,2741.1369294466144
1483,FDK09,OUT045,3633.2937711891072
1484,FDO16,OUT013,1322.887068199735
1485,FDW11,OUT045,1101.3792515447915
1486,FDU47,OUT027,3412.246620222886
1487,NCQ42,OUT010,340.38866375526595
1488,FDK55,OUT027,2437.409819646941
1489,FDN08,OUT049,1953.672140989735
1490,FDT57,OUT045,3807.6493792325423
1491,FDJ12,OUT018,3110.792173145656
1492,DRL59,OUT017,840.9191749915437
1493,NCN53,OUT046,813.0977471206736
1494,FDO51,OUT010,-1.7333130096412788
1495,FDK56,OUT017,3228.6122839508025
1496,FDY12,OUT035,847.5997532027129
1497,FDU15,OUT035,834.4072385648799
1498,FDQ19,OUT046,3943.805295536198
1499,DRF15,OUT045,2464.6761957308518
1500,DRE25,OUT019,251.3342067052347
1501,FDK57,OUT018,1721.1709052829203
1502,FDD33,OUT010,664.9021297406757
1503,FDR34,OUT027,5667.917284817449
1504,FDU04,OUT045,1914.519430323589
1505,FDE35,OUT019,62.770377532388466
1506,NCD31,OUT035,2759.365490648185
1507,FDJ56,OUT035,1670.9892804730202
1508,NCU53,OUT046,2663.8536017266215
1509,FDD39,OUT035,3590.817710925479
1510,NCU17,OUT019,270.7639138441209
1511,FDJ20,OUT046,2083.7485124879295
1512,NCW41,OUT018,2273.6990413890317
1513,FDL52,OUT035,813.6474055427668
1514,FDS39,OUT035,2189.4511267036014
1515,DRJ47,OUT045,2870.5246156650883
1516,FDP13,OUT010,0.7830381488847706
1517,DRK39,OUT010,184.88054590972774
1518,FDF28,OUT010,345.47201486599033
1519,FDB09,OUT045,2043.5237716696001
1520,FDM51,OUT046,1622.4672264873466
1521,DRM49,OUT018,711.7107894794376
1522,DRF23,OUT013,2895.4098423485934
1523,DRH01,OUT035,2988.063546217827
1524,FDH12,OUT027,2790.6811770618892
1525,FDA28,OUT019,339.5743183785487
1526,FDW37,OUT018,1241.9942965349314
1527,FDF02,OUT046,1622.8978578256997
1528,DRL37,OUT046,815.5145772759743
1529,NCF43,OUT046,2106.6208459262198
1530,FDH08,OUT010,635.27391330661
1531,FDR34,OUT019,642.0265208157434
1532,NCK19,OUT049,3230.90279262733
1533,NCD55,OUT018,704.9120389829156
1534,FDT27,OUT049,3844.0826427473803
1535,FDQ57,OUT045,2204.809504788538
1536,FDA47,OUT035,2743.668389618806
1537,DRG15,OUT027,2015.2692516365
1538,FDE05,OUT018,2017.616361010777
1539,FDN46,OUT046,1624.1678543682492
1540,FDX27,OUT027,2490.8662329092326
1541,FDT51,OUT045,1716.6711568150033
1542,FDU33,OUT013,804.0896331582917
1543,FDJ16,OUT027,1887.9066347088485
1544,FDD20,OUT019,321.6458174475747
1545,FDT36,OUT049,815.5145772759743
1546,DRF15,OUT027,4014.9390909862136
1547,FDN52,OUT010,208.63469443287295
1548,FDC22,OUT027,5026.511616749455
1549,FDX15,OUT045,2624.5430295730566
1550,FDT13,OUT013,3120.1625125809246
1551,FDU04,OUT017,1954.6810591432325
1552,FDU31,OUT019,621.1077167251829
1553,FDW59,OUT027,2335.949516927965
1554,NCO29,OUT046,2667.342462034105
1555,FDL15,OUT035,2578.1810046208625
1556,FDI41,OUT049,2247.4510757621683
1557,FDQ48,OUT049,1624.4842873187104
1558,DRI39,OUT013,845.0627086125696
1559,FDI08,OUT013,3935.957901357169
1560,FDC21,OUT049,1739.4271043406513
1561,FDF58,OUT035,1218.722676430812
1562,FDS08,OUT010,492.07691375140894
1563,FDE47,OUT045,1934.3133325641566
1564,NCP18,OUT019,419.60299132647697
1565,NCR41,OUT013,1494.9726846865015
1566,FDA27,OUT013,3937.0299315093516
1567,FDA43,OUT035,3276.2524192559813
1568,FDA49,OUT045,1341.0463197955164
1569,NCE55,OUT018,2719.5339049565437
1570,DRM49,OUT027,1532.2873678344486
1571,FDF22,OUT027,5350.092512323159
1572,FDQ15,OUT018,1197.869971634304
1573,NCS54,OUT017,2912.703305316096
1574,NCY05,OUT013,807.0640941249476
1575,FDR45,OUT046,3920.922634205154
1576,FDK57,OUT049,1956.6466019563911
1577,FDF41,OUT010,763.1657804488757
1578,FDV21,OUT046,2084.306143299285
1579,FDD51,OUT046,815.5145772759743
1580,FDF33,OUT046,1733.4067838609758
1581,FDA38,OUT046,3917.43377389767
1582,FDR56,OUT045,3162.061498769588
1583,NCN41,OUT017,1957.0978892985333
1584,FDC60,OUT027,2353.0555123002814
1585,FDB47,OUT045,3320.8545011381184
1586,DRH01,OUT013,2900.9157634874414
1587,FDW08,OUT046,1622.8978578256997
1588,FDF38,OUT027,1548.498868204655
1589,FDY32,OUT017,2663.2328589165804
1590,FDG34,OUT049,1739.4271043406513
1591,FDG47,OUT019,740.3410176486113
1592,NCF18,OUT035,3305.0445550047166
1593,FDL39,OUT019,536.8467641892194
1594,NCH55,OUT035,2186.907177181155
1595,DRJ35,OUT049,1065.8751465990727
1596,FDS44,OUT035,4024.5540625380036
1597,DRE01,OUT018,3539.2265733145796
1598,FDY39,OUT013,3114.098960630721
1599,FDY32,OUT018,2433.582164746432
1600,FDR33,OUT027,2823.8441264130597
1601,NCP50,OUT049,1334.6230920101848
1602,FDZ47,OUT018,1409.4649480893854
1603,FDU57,OUT049,2500.3400460895145
1604,FDY44,OUT013,3219.4832017673416
1605,DRH59,OUT018,1006.0539183889571
1606,FDB03,OUT027,5884.903540192216
1607,FDY46,OUT045,3058.171857813275
1608,FDM39,OUT045,2877.3085946567153
1609,FDY36,OUT035,1275.8021894299568
1610,NCM55,OUT035,3204.221204327763
1611,FDJ50,OUT010,14.992354345881267
1612,DRL60,OUT013,2494.122312874024
1613,NCJ54,OUT049,3845.5853042379167
1614,FDX59,OUT017,809.3836574868983
1615,FDI07,OUT013,3294.8452307571306
1616,DRF51,OUT010,-7.087742499820251
1617,FDM14,OUT017,1739.3639923419657
1618,FDP21,OUT045,3159.6446686142876
1619,FDE40,OUT035,1203.0255754014333
1620,FDE05,OUT035,2340.546134528431
1621,FDM13,OUT027,3395.520720511852
1622,FDC34,OUT027,4004.0301908109845
1623,NCI55,OUT018,1740.5650381995513
1624,NCE43,OUT018,2572.9088587020674
1625,FDW58,OUT018,1503.4449951718216
1626,FDG60,OUT045,3806.5773490803595
1627,FDV31,OUT017,2911.631275163913
1628,FDR47,OUT013,3220.6385682930004
1629,FDM60,OUT019,9.183799451617233
1630,NCF06,OUT018,3533.7582243848133
1631,NCN26,OUT027,3157.3011189905205
1632,FDQ59,OUT049,1334.0654611988293
1633,FDF09,OUT046,813.0977471206736
1634,NCS06,OUT017,3943.7421835375126
1635,FDT44,OUT046,1956.6466019563911
1636,FDI19,OUT017,3944.1419528614488
1637,FDT22,OUT017,1044.6017224680068
1638,NCF54,OUT027,4440.2722486733
1639,DRG25,OUT045,3059.243887965458
1640,FDB59,OUT017,3229.684314102986
1641,FDQ37,OUT017,3226.5952231194387
1642,FDP56,OUT035,813.133006201939
1643,FDW44,OUT035,3004.7894459288614
1644,FDJ26,OUT010,617.8480727508024
1645,FDU43,OUT018,3481.883530393667
1646,FDW33,OUT045,1597.590019361519
1647,NCX53,OUT027,3633.7174661718764
1648,FDN56,OUT010,381.8614389528427
1649,DRF15,OUT049,2504.3865372083533
1650,FDO33,OUT017,1823.040132474152
1651,FDZ39,OUT010,274.0251891582907
1652,NCJ19,OUT017,856.837692633464
1653,FDU01,OUT035,3222.9641648701618
1654,FDT12,OUT035,3744.6473176311715
1655,NCM18,OUT018,999.4046120276721
1656,FDP19,OUT017,2094.2634057570344
1657,NCR42,OUT049,816.5866074281573
1658,FDN10,OUT046,1956.6466019563911
1659,FDG44,OUT017,852.2893599815575
1660,FDQ10,OUT046,2809.4565855277215
1661,DRH13,OUT049,1623.9698879778828
1662,FDT52,OUT013,3935.957901357169
1663,FDM56,OUT045,1712.5328363834599
1664,NCO43,OUT010,270.6572374333639
1665,NCV29,OUT035,3004.2750465880335
1666,NCF06,OUT013,3933.02667186104
1667,FDO50,OUT035,1581.0484372647043
1668,FDT59,OUT013,3728.709533732128
1669,FDX40,OUT027,1502.9808327448852
1670,FDE50,OUT017,3131.392423598224
1671,FDX51,OUT017,3228.1816526124494
1672,NCD30,OUT018,1405.4536271308439
1673,FDK15,OUT013,1610.6165726600059
1674,FDL12,OUT045,1046.6965810123793
1675,FDK46,OUT017,3946.159013692813
1676,DRH49,OUT010,173.83733790400015
1677,FDQ57,OUT046,2244.5198462660396
1678,FDY59,OUT017,1502.1993360554893
1679,FDO09,OUT018,3534.9821158053737
1680,NCG30,OUT035,2170.6956768109485
1681,FDM09,OUT017,2809.3502420585082
1682,NCN17,OUT027,2692.6898090209115
1683,NCS42,OUT013,1426.764201074012
1684,FDD02,OUT019,326.774061249331
1685,FDE34,OUT013,3119.090482428742
1686,FDU38,OUT045,3156.9781476588637
1687,FDB33,OUT046,2509.174738062503
1688,NCJ29,OUT017,1367.8774757540223
1689,FDZ27,OUT035,829.3445065721455
1690,FDI40,OUT013,1613.1480328321977
1691,FDG22,OUT013,808.6505236179585
1692,FDT51,OUT017,1737.8613308514296
1693,FDF20,OUT018,3019.211558376831
1694,FDV50,OUT035,2051.8522631168953
1695,FDT02,OUT049,816.5866074281573
1696,DRC49,OUT017,2247.3879637634827
1697,FDF26,OUT049,2500.3400460895145
1698,FDV52,OUT035,2050.2560600634815
1699,FDX59,OUT049,816.5740496203971
1700,FDV25,OUT035,3680.690977619398
1701,FDW23,OUT027,1531.7729684936207
1702,FDE53,OUT018,1503.4449951718216
1703,FDA19,OUT017,2090.7745454495507
1704,FDH22,OUT046,2090.3232581074085
1705,NCO41,OUT013,1613.705663643553
1706,FDX12,OUT017,3947.745443185824
1707,FDF17,OUT013,3215.47994211903
1708,FDS11,OUT045,3519.4793601826996
1709,FDR51,OUT035,2578.6954039616903
1710,FDT49,OUT010,277.37867571164566
1711,FDC56,OUT013,1942.8935173145778
1712,FDR13,OUT027,3157.8155183313484
1713,FDQ60,OUT035,2030.5556993857913
1714,FDN38,OUT049,3942.733265384015
1715,NCL29,OUT013,2497.8384835759903
1716,FDO13,OUT027,4233.578961974143
1717,FDE26,OUT018,2011.4609797478695
1718,FDA31,OUT010,487.0499323215554
1719,FDX14,OUT035,1278.4154923218143
1720,FDA34,OUT045,2870.5246156650883
1721,FDF26,OUT013,2490.0758217551847
1722,FDE38,OUT045,2730.521712002678
1723,DRI11,OUT046,1792.155419495226
1724,FDQ60,OUT027,3141.604017961142
1725,FDL21,OUT027,1548.498868204655
1726,DRC12,OUT027,5042.208717778834
1727,FDC47,OUT046,3739.918788745639
1728,FDE57,OUT045,2063.2236777508683
1729,FDT14,OUT045,1922.0196115896142
1730,NCZ53,OUT046,3229.2330267608436
1731,FDE28,OUT018,3365.9640246904587
1732,FDR19,OUT035,2324.334634158224
1733,NCF54,OUT019,486.4501166057719
1734,FDZ08,OUT046,1336.0825220301936
1735,NCJ05,OUT018,2267.838810382699
1736,FDF59,OUT046,2091.7950575835284
1737,NCO05,OUT035,1696.292555914272
1738,FDW24,OUT018,707.6994685208963
1739,NCX42,OUT018,2434.654194898615
1740,NCA53,OUT035,737.4327736244227
1741,FDI45,OUT019,486.4501166057719
1742,FDG46,OUT046,1798.1757399749015
1743,FDM20,OUT010,763.1657804488757
1744,FDW11,OUT010,47.862518661016566
1745,FDX08,OUT035,3118.912365877644
1746,NCK17,OUT035,832.8333668796292
1747,FDK32,OUT018,2272.9221614934236
1748,NCA42,OUT035,2597.7089063690987
1749,DRI01,OUT035,2897.9907538343173
1750,NCL55,OUT049,3951.281928694684
1751,DRE25,OUT018,1309.1307499952377
1752,FDD14,OUT017,3129.8059941052134
1753,FDB10,OUT046,3877.760198030156
1754,DRN11,OUT035,2318.314313678549
1755,FDP38,OUT018,725.9201056764343
1756,NCA30,OUT017,3228.6122839508025
1757,FDT15,OUT017,3135.380196449227
1758,NCP55,OUT018,845.5790064980717
1759,FDF12,OUT035,2493.4986348022067
1760,FDM21,OUT018,3529.89876469465
1761,FDX56,OUT035,3469.435307824798
1762,FDF10,OUT017,2247.90236310431
1763,FDT32,OUT045,3162.061498769588
1764,FDM51,OUT018,1420.6448043168468
1765,NCR50,OUT018,2268.9108405348825
1766,FDI19,OUT049,3943.690665519307
1767,FDX21,OUT017,1734.803101882299
1768,FDR31,OUT035,2320.8457738507404
1769,FDY02,OUT013,3935.957901357169
1770,NCA29,OUT045,2769.74624405022
1771,NCX17,OUT046,3795.328368451177
1772,FDM12,OUT045,3162.061498769588
1773,FDI53,OUT027,4004.0301908109845
1774,NCU30,OUT049,2663.8536017266215
1775,FDC56,OUT027,3141.089618620314
1776,FDK27,OUT018,1750.6728642748296
1777,NCK18,OUT017,2774.172201129806
1778,FDB52,OUT019,730.233191573333
1779,DRG25,OUT027,5042.208717778834
1780,FDZ13,OUT049,847.2480611709864
1781,FDB57,OUT019,644.0769592976728
1782,FDR40,OUT046,1337.1545521823764
1783,NCO14,OUT019,4.100448340892854
1784,NCN19,OUT045,3156.0331169796827
1785,FDQ28,OUT019,424.68634243720135
1786,FDO13,OUT018,2443.6899908217106
1787,FDK48,OUT013,1188.8508794361278
1788,FDU07,OUT018,2267.838810382699
1789,FDW20,OUT046,2084.306143299285
1790,FDV12,OUT010,262.8453329308293
1791,FDH24,OUT013,2498.910513728173
1792,FDV59,OUT049,3511.9170916980593
1793,FDK57,OUT045,1916.9362604788898
1794,FDL16,OUT027,1531.7729684936207
1795,NCQ17,OUT046,2503.3145070561704
1796,FDJ15,OUT018,2848.1095298208133
1797,FDX24,OUT049,1501.7480487133473
1798,FDT47,OUT046,1500.2453872228111
1799,FDT10,OUT049,1064.2580434432946
1800,FDZ37,OUT018,1222.407640819521
1801,FDW43,OUT027,5667.917284817449
1802,DRN36,OUT017,1504.6161662107902
1803,FDJ14,OUT045,1315.3436353359093
1804,FDA32,OUT013,3504.7419583472765
1805,FDJ38,OUT019,553.267538923209
1806,FDQ57,OUT017,2244.971133608182
1807,NCQ41,OUT019,549.2562179646677
1808,FDG56,OUT049,1052.3065139423334
1809,DRC13,OUT027,3353.8825171926333
1810,FDV55,OUT035,2323.8202348173963
1811,FDQ49,OUT045,2472.530686864362
1812,FDE29,OUT010,39.55976608053288
1813,FDR03,OUT013,3381.3424944152316
1814,FDD45,OUT049,1505.2369090208313
1815,FDN38,OUT010,771.0365610975807
1816,FDT56,OUT046,1003.9290923857757
1817,FDT48,OUT045,3326.6934494505645
1818,FDU03,OUT049,3112.889578903014
1819,FDC56,OUT010,329.56715367694846
1820,NCO43,OUT027,2690.6727481895477
1821,FDQ27,OUT017,1619.4296535220046
1822,FDR03,OUT046,3391.6067187495614
1823,DRH23,OUT010,28.394520829275734
1824,FDG22,OUT045,788.7204405990601
1825,NCJ42,OUT013,1613.705663643553
1826,FDR24,OUT046,1437.5428247491695
1827,FDW60,OUT035,3001.3005856213776
1828,FDJ08,OUT013,3217.896772274331
1829,DRL59,OUT018,723.4037545179087
1830,FDG60,OUT010,715.1590655274154
1831,FDW27,OUT017,2499.8463027524754
1832,FDX14,OUT018,1049.6085118663912
1833,FDC20,OUT013,951.3194429508119
1834,NCS29,OUT018,3529.89876469465
1835,FDJ56,OUT046,1622.8978578256997
1836,FDB20,OUT019,119.91303196477338
1837,FDL28,OUT027,5651.705784447242
1838,FDW01,OUT018,2267.838810382699
1839,FDL03,OUT046,3227.7303652703076
1840,FDX22,OUT049,3512.0317217149504
1841,FDJ21,OUT035,2340.546134528431
1842,FDR31,OUT045,2208.8208257470797
1843,FDG21,OUT035,2578.6954039616903
1844,FDS22,OUT027,1548.498868204655
1845,FDK08,OUT035,1700.2958155625834
1846,FDE17,OUT018,2272.9221614934236
1847,NCN30,OUT017,1505.688196362973
1848,FDT50,OUT046,1619.9233968590436
1849,NCX42,OUT049,2663.8536017266215
1850,FDJ12,OUT035,3485.6468081950047
1851,NCA18,OUT027,3141.089618620314
1852,FDP23,OUT019,625.0601615375538
1853,FDX12,OUT013,3943.0347651917186
1854,FDN40,OUT018,2270.62623992068
1855,FDV48,OUT035,1278.9298916626421
1856,NCY54,OUT013,2897.4269031799577
1857,FDL16,OUT010,-7.087742499820251
1858,FDR45,OUT018,3519.962615457941
1859,FDJ52,OUT046,2663.8536017266215
1860,DRG01,OUT017,1203.0552514200833
1861,FDP52,OUT013,3785.5785434576756
1862,FDU58,OUT017,3127.9035632907403
1863,FDL02,OUT045,1602.6733704722433
1864,FDG28,OUT013,3935.957901357169
1865,FDA19,OUT035,2167.206816503465
1866,FDW46,OUT027,2038.0255476858242
1867,NCD43,OUT049,1623.9698879778828
1868,DRG39,OUT013,829.1441909706493
1869,NCF55,OUT049,813.0977471206736
1870,FDJ07,OUT046,1958.7319439929208
1871,FDE08,OUT046,2508.0733639062037
1872,FDP56,OUT019,4.100448340892854
1873,FDT45,OUT045,813.028546688615
1874,FDF17,OUT018,2944.619898093659
1875,FDX44,OUT046,1367.4261884118803
1876,FDM28,OUT027,4928.439961563725
1877,FDI36,OUT049,3228.675395949488
1878,FDS07,OUT045,1918.5208509094261
1879,FDD36,OUT045,1918.0082906310727
1880,FDW11,OUT046,1064.8031164468896
1881,FDN40,OUT049,2499.8256467486863
1882,NCQ18,OUT049,1622.8978578256997
1883,NCQ54,OUT017,2774.172201129806
1884,NCS42,OUT045,1478.8570404044672
1885,DRH39,OUT010,106.9110999407576
1886,FDC09,OUT027,2709.4157087319463
1887,FDT08,OUT010,414.9226825461276
1888,FDC08,OUT035,3764.3476783088618
1889,FDT20,OUT017,809.3962152946585
1890,FDS35,OUT035,1203.5706484050284
1891,FDX58,OUT018,2843.026178710089
1892,FDW58,OUT046,1623.9698879778828
1893,DRD27,OUT046,1623.9698879778828
1894,FDH32,OUT019,270.7639138441209
1895,FDS26,OUT035,4049.896785494876
1896,FDQ31,OUT046,1363.379697293041
1897,FDP11,OUT018,3234.0782789705827
1898,FDD58,OUT017,1619.8602848603578
1899,FDM33,OUT045,3442.7513035796264
1900,FDZ16,OUT049,3228.675395949488
1901,NCS29,OUT010,772.4935890688057
1902,NCM18,OUT019,60.203377580190136
1903,FDP11,OUT049,3589.0677183292555
1904,NCC42,OUT017,2103.3853065705116
1905,DRM23,OUT046,2909.162926990407
1906,NCN55,OUT027,5882.372080020024
1907,FDK46,OUT013,3935.443502016341
1908,FDR01,OUT046,3302.5656254631576
1909,NCA05,OUT045,2464.6761957308518
1910,NCP43,OUT017,2957.5166401125152
1911,FDR12,OUT010,468.1044450818347
1912,FDQ01,OUT013,3935.957901357169
1913,FDM13,OUT046,2096.3560679373386
1914,FDQ19,OUT017,3944.25658287834
1915,FDK56,OUT019,534.8846048564451
1916,NCX06,OUT010,544.8572059795217
1917,FDO56,OUT027,3157.8155183313484
1918,FDU45,OUT045,1777.4368532806175
1919,FDI16,OUT019,56.63783459818296
1920,FDL32,OUT046,1797.1037098227184
1921,FDA07,OUT046,2081.3316823326286
1922,FDA14,OUT045,2207.226334943839
1923,FDV46,OUT027,3413.7492817134225
1924,NCO07,OUT035,3605.0121504643216
1925,NCP41,OUT046,1623.9698879778828
1926,FDY60,OUT018,1872.541673665623
1927,FDN38,OUT017,3947.4290102353625
1928,FDO15,OUT046,1189.9181788009819
1929,FDT60,OUT013,1964.7044803865094
1930,FDA55,OUT035,3748.1361779386552
1931,FDE02,OUT010,238.33227468121868
1932,DRJ39,OUT049,3592.1568093128026
1933,FDV34,OUT035,1276.3165887707844
1934,FDS20,OUT027,4898.398791814303
1935,FDF02,OUT027,2692.6898090209115
1936,FDW40,OUT017,2247.90236310431
1937,NCB43,OUT046,3129.3547067630716
1938,FDR58,OUT017,1435.062882595183
1939,DRJ59,OUT035,833.8928392240521
1940,NCD30,OUT017,1624.4211753200248
1941,FDE14,OUT017,1624.9355746608526
